tournament_id,player_id,Finish,sg_putt,sg_arg,sg_app,sg_ott,sg_t2g,sg_total
401243401,1733,T47,-1.78,0.44,2.66,-0.6,2.5,0.73
401243401,7001,T47,-0.41,-0.45,0.51,-0.28,-0.22,-0.62
401243401,9261,T5,-0.03,-0.3,1.18,0.54,1.43,1.39
401243401,11456,T5,0.47,0.03,1.29,0.6,1.92,2.39
401243401,3688,T5,0.49,0.9,0.5,0.15,1.55,2.04
401243401,1097,T54,0.94,0.37,-1.2,0.28,-0.54,0.39
401243401,11119,T54,-1.19,0.96,-0.44,0.39,0.91,-0.27
401243401,4638,T56,0.82,0.42,-0.9,-0.63,-1.1,-0.27
401243401,4645,T56,-1.58,-0.26,0.99,-0.44,0.29,-1.29
401243401,9364,T56,0.5,-0.29,-0.76,-0.09,-1.13,-0.62
401243401,9569,T56,-1.16,0.34,-0.95,0.14,-0.47,-1.62
401243401,446,T60,-0.09,-0.67,0.7,-0.88,-0.85,-0.94
401243401,1185,T60,-0.79,0.85,-0.95,-1.05,-1.15,-1.94
401243401,11387,T62,-0.14,-0.84,0.97,-0.93,-0.8,-0.94
401243401,686,T62,-1.87,-0.63,0.44,0.12,-0.07,-1.94
401243401,4682,T64,-1.19,-0.11,-0.89,0.25,-0.75,-1.94
401243401,928,T64,1.25,-1.29,-1.09,-0.14,-2.52,-1.27
401243401,9564,T64,0.72,-1.18,-1.26,0.09,-2.35,-1.62
401243401,4565482,T64,0.09,-1.07,0.56,-0.53,-1.05,-0.96
401243401,5285,T8,0.32,-0.25,0.53,0.44,0.72,1.04
401243401,1225,T8,0.96,-0.64,1.33,0.39,1.08,2.04
401243401,1483,T8,0.06,0.38,0.72,0.23,1.33,1.39
401243401,72,T8,0.18,0.71,2.17,0.32,3.2,3.38
401243401,205,WD,0.99,1.25,0.64,-1.83,0.06,1.05
401243011,78,1,0.58,0.89,2.14,0.41,3.44,4.02
401243011,377,51,-0.7,-0.13,0.67,0.18,0.72,0.02
401243011,1059,58,-1.34,-0.62,1.1,0.12,0.61,-0.73
401243011,1037,62,0.17,-0.73,-0.78,0.11,-1.4,-1.23
401243011,455,63,-0.73,-0.56,-0.32,0.13,-0.75,-1.48
401243011,11119,64,-1.56,0.71,-1.23,0.35,-0.17,-1.73
401243011,4449,65,0.93,-1.1,-0.74,-1.08,-2.91,-1.98
401243011,9517,CUT,0.33,-0.43,0.4,-0.35,-0.38,-0.05
401243011,5548,CUT,-0.39,-1.39,0.92,-0.18,-0.65,-1.05
401243011,4989,CUT,-3.36,-0.05,1.06,-0.19,0.81,-2.55
401243011,6015,CUT,0.19,-0.3,-1.72,-0.22,-2.23,-2.05
401243011,5502,CUT,-1.28,-0.55,-0.58,-2.14,-3.27,-4.55
401243011,10577,CUT,-1.49,-1.07,-0.71,0.23,-1.55,-3.05
401243011,5285,CUT,-0.41,0.57,0.41,-0.62,0.36,-0.05
401243011,159,CUT,2.54,0.14,-2.04,-1.19,-3.09,-0.55
401243011,774,CUT,-1.46,-0.12,0.93,-0.39,0.42,-1.05
401243011,9584,CUT,-1.13,-0.13,-3.27,-1.02,-4.42,-5.55
401243011,4780,CUT,-0.64,-0.02,-1.15,0.26,-0.91,-1.55
401243011,6011,CUT,-0.91,-1.05,0.32,0.09,-0.64,-1.55
401243011,4638,CUT,-0.97,-0.93,0.24,0.62,-0.08,-1.05
401243011,4415125,CUT,-1.36,-0.79,1.41,-2.8,-2.18,-3.55
401243011,712,CUT,-1.09,-0.29,-1.98,0.32,-1.96,-3.05
401243011,5704,CUT,1,-0.68,-0.23,-1.64,-2.55,-1.55
401243011,5532,CUT,-0.56,-0.37,-0.59,0.47,-0.49,-1.05
401243011,6017,CUT,-0.67,0.56,-0.49,-0.95,-0.88,-1.55
401243011,769,CUT,-1.91,0.12,-2.37,0.61,-1.64,-3.55
401243011,3950,CUT,-0.2,-0.12,-0.46,0.73,0.15,-0.05
401243011,278,CUT,-0.51,0.76,-0.64,-1.16,-1.04,-1.55
401243011,11448,CUT,-0.9,-2.68,-1.41,-0.56,-4.65,-5.55
401243011,301,CUT,-0.81,0.1,-0.25,-0.58,-0.74,-1.55
401243011,5408,CUT,-0.42,-0.48,-0.34,-1.31,-2.13,-2.55
401243011,957,CUT,0.01,-0.13,-1.57,1.15,-0.56,-0.55
401243011,5573,CUT,-0.32,-0.65,-1.11,-0.47,-2.23,-2.55
401243011,5504,CUT,-1.04,1.03,-0.44,0.4,1,-0.05
401243011,4421475,CUT,-3.91,-0.73,0.29,-0.2,-0.64,-4.55
401243011,110,CUT,-0.31,0.42,-0.49,-0.18,-0.24,-0.55
401243011,153,CUT,-0.35,-0.3,0.74,-0.14,0.3,-0.05
401243011,3598,CUT,-1.13,0.91,-1.8,0.98,0.08,-1.05
401243011,10505,CUT,1.96,0.56,-3.11,0.04,-2.51,-0.55
401243011,2883,CUT,-0.66,-0.38,-0.56,-0.45,-1.39,-2.05
401243011,77,CUT,0.51,-1.04,-1.84,-0.17,-3.06,-2.55
401243011,2552,CUT,-1.06,-0.09,0.25,-1.15,-0.98,-2.05
401243011,318,CUT,0.28,-0.22,-0.67,-1.94,-2.83,-2.55
401243011,1778,CUT,-1.92,0,0.02,1.35,1.37,-0.55
401243011,601,CUT,-0.33,1.04,-1.18,-1.58,-1.71,-2.05
401243011,4859,CUT,-0.48,-1.27,-1.41,0.12,-2.57,-3.05
401243011,9143,CUT,-1.21,0.44,-1.01,-0.76,-1.34,-2.55
401243011,6151,CUT,-0.42,-0.42,-1.44,-0.27,-2.13,-2.55
401243011,3792,CUT,0.36,-0.12,-1.83,0.54,-1.41,-1.05
401243011,1042,CUT,-1.49,0.35,-0.43,-3.98,-4.06,-5.55
401243011,6007,CUT,-0.32,-0.35,-0.14,0.27,-0.22,-0.55
401243011,72,CUT,0.01,-0.62,0.12,-0.05,-0.55,-0.55
401243011,3980,CUT,0.85,-0.14,-0.41,-1.35,-1.9,-1.05
401243011,5692,CUT,0.77,0.27,-2.59,-0.5,-2.82,-2.05
401243011,707,CUT,-0.69,0.96,-0.81,0.48,0.64,-0.05
401243011,6825,CUT,1.96,-0.02,-0.84,-1.15,-2.01,-0.05
401243011,1750,CUT,-2.75,0.14,0.3,1.27,1.7,-1.05
401243011,3683,CUT,-0.31,0.93,-0.37,-0.8,-0.24,-0.55
401243011,4483,CUT,-0.5,-0.99,1.13,-0.69,-0.55,-1.05
401243011,9531,CUT,0.13,-0.32,-1.27,-2.08,-3.68,-3.55
401243011,9804,CUT,-0.03,-1.38,-0.56,-0.58,-2.52,-2.55
401243011,4591,CUT,-1.13,-0.21,-1.35,-0.36,-1.91,-3.05
401243011,158,CUT,-0.33,-0.57,-1.96,1.82,-0.72,-1.05
401243011,9076,CUT,-1.81,-0.91,0.44,1.24,0.76,-1.05
401243011,10404,CUT,0.33,-0.09,-0.97,0.68,-0.38,-0.05
401243011,3378,CUT,-0.38,-0.68,0.18,-0.16,-0.67,-1.05
401243011,9569,CUT,-0.73,-0.13,-1.07,0.38,-0.82,-1.55
401243011,5539,CUT,-0.25,0.45,-0.68,0.43,0.2,-0.05
401243011,3970,CUT,-1.17,0.01,0.32,-0.7,-0.38,-1.55
401243011,1185,CUT,0.29,0.66,-0.13,-1.86,-1.33,-1.05
401243011,4565482,CUT,-2.81,-0.02,-0.15,0.93,0.76,-2.05
401243011,3532,CUT,-3.42,0.21,-0.26,0.92,0.87,-2.55
401243011,4479,CUT,-1.01,-0.97,0.01,-1.08,-2.04,-3.05
401243011,686,CUT,-0.03,0.13,-1.58,0.93,-0.52,-0.55
401243011,1225,T13,0.81,1.27,-0.93,0.62,0.96,1.77
401243011,9025,T13,0.28,-0.27,1.36,0.39,1.49,1.77
401243011,3448,T13,1.29,-0.23,-0.57,1.28,0.48,1.77
401243011,10054,T13,0.68,0.6,0.16,0.32,1.09,1.77
401243011,11382,T13,0.54,-0.25,0.87,0.61,1.23,1.77
401243011,9261,T18,-0.37,0.24,0.7,0.95,1.89,1.52
401243011,3599,T18,0.85,0.79,0.1,-0.22,0.67,1.52
401243011,205,T18,0.74,0.81,-0.56,0.52,0.78,1.52
401243011,208,T18,1.27,0.59,-0.8,0.45,0.25,1.52
401243011,4304,T18,1.5,0.46,-0.01,-0.44,0.01,1.52
401243011,257,T18,1.14,-0.41,0.57,0.23,0.38,1.52
401243011,10548,T18,0,0.39,0.77,0.37,1.52,1.52
401243011,5882,T2,0.42,-0.11,1.78,0.93,2.59,3.02
401243011,6991,T2,1.4,0.79,1.29,-0.47,1.62,3.02
401243011,3832,T25,-0.33,0.88,0.83,-0.1,1.6,1.27
401243011,10372,T25,0.58,0.28,1.64,-1.24,0.69,1.27
401243011,1651,T25,0.51,-0.46,0.92,0.3,0.76,1.27
401243011,10863,T25,1.29,0.02,-0.86,0.82,-0.02,1.27
401243011,1264,T25,1.8,0.23,-0.03,-0.74,-0.54,1.27
401243011,6086,T25,0.13,-0.13,0.88,0.39,1.14,1.27
401243011,5868,T25,0.61,-0.37,0.82,0.22,0.66,1.27
401243011,10360,T25,0.17,0.64,0.56,-0.1,1.1,1.27
401243011,4682,T33,-0.03,0.12,0.64,0.28,1.04,1.02
401243011,9243,T33,1.22,-0.03,-0.47,0.3,-0.2,1.02
401243011,11456,T33,-0.34,-0.22,1.31,0.26,1.35,1.02
401243011,1077,T33,-0.26,-0.23,0.92,0.59,1.27,1.02
401243011,676,T33,0.64,-0.64,0.04,0.98,0.38,1.02
401243011,7081,T33,-0.11,-0.06,0.46,0.73,1.13,1.02
401243011,3454,T39,0.08,0.69,-0.3,0.3,0.69,0.77
401243011,9938,T39,-0.82,0.65,0.77,0.18,1.59,0.77
401243011,5553,T39,-0.44,0.11,0.77,0.33,1.21,0.77
401243011,9126,T4,0.49,0.42,0.8,0.81,2.03,2.52
401243011,9037,T4,1.83,-0.24,-0.18,1.11,0.68,2.52
401243011,9530,T4,1.41,0.84,0.01,0.26,1.11,2.52
401243011,4383,T42,0.26,-0.02,0.74,-0.46,0.26,0.52
401243011,1222,T42,-0.28,1.3,-0.52,0.01,0.8,0.52
401243011,8975,T42,0.77,-0.76,0.36,0.15,-0.25,0.52
401243011,3688,T42,0.98,0.26,-0.74,0.02,-0.46,0.52
401243011,1210,T42,-0.28,-0.7,1.19,0.3,0.8,0.52
401243011,9877,T42,0.94,-0.07,0.84,-1.2,-0.43,0.52
401243011,619,T48,2.28,-0.13,-0.59,-1.29,-2.02,0.27
401243011,3793,T48,0.55,1.07,0.24,-1.59,-0.28,0.27
401243011,6954,T48,-0.47,-0.34,0.99,0.09,0.74,0.27
401243011,2283,T52,-0.23,0.02,-0.11,0.08,-0.01,-0.23
401243011,6931,T52,0.26,0.31,-0.84,0.03,-0.49,-0.23
401243011,809,T52,-1.23,-0.46,0.75,0.71,1,-0.23
401243011,5619,T52,0.86,-0.55,0.03,-0.57,-1.09,-0.23
401243011,5167,T56,-0.43,0.57,-0.28,-0.34,-0.05,-0.48
401243011,7083,T56,-1.12,0.09,0.56,-0.02,0.64,-0.48
401243011,4844,T59,1.01,-0.09,-1.84,-0.06,-2,-0.98
401243011,11378,T59,-0.11,0.25,-1.34,0.22,-0.87,-0.98
401243011,8961,T59,-0.13,-0.82,-0.49,0.46,-0.85,-0.98
401243011,3449,T7,0.4,0.02,0.87,0.97,1.86,2.27
401243011,10592,T7,-0.62,0.3,1.9,0.7,2.89,2.27
401243011,9131,T9,0.59,0.97,-0.06,0.53,1.43,2.02
401243011,5409,T9,-0.67,0.19,2.19,0.31,2.69,2.02
401243011,4587,T9,0.38,0.3,1.39,-0.05,1.64,2.02
401243011,1614,T9,-0.12,-0.34,1.35,1.12,2.13,2.02
401243011,8974,WD,0.51,0.64,0.21,-2.66,-1.8,-1.29
401243009,5467,1,1.43,1.13,1.85,0.24,3.22,4.65
401243009,205,2,0.84,0.84,1.5,0.96,3.31,4.15
401243009,10548,3,-0.18,0.81,2.32,0.7,3.83,3.65
401243009,676,4,0.16,0.38,1.77,0.83,2.99,3.15
401243009,4989,5,1.54,0.2,-0.08,0.99,1.11,2.65
401243009,6196,74,0.22,-0.59,-0.56,0.08,-1.07,-0.85
401243009,4351896,75,0.24,-1.81,-0.55,1.02,-1.34,-1.1
401243009,809,76,-1.09,0.62,-1.3,0.43,-0.26,-1.35
401243009,3596,77,0.28,-0.54,-0.72,-0.62,-1.88,-1.6
401243009,4565482,78,-1.27,-0.51,-0.47,0.39,-0.59,-1.85
401243009,4419142,CUT,0.17,-0.33,0.2,-0.29,-0.41,-0.24
401243009,9517,CUT,1.36,-0.25,-1.11,-0.74,-2.1,-0.74
401243009,4425898,CUT,-0.93,-1.08,0.39,0.38,-0.31,-1.24
401243009,4682,CUT,0.09,0.06,-0.21,-0.68,-0.84,-0.74
401243009,6015,CUT,0.29,-0.01,-0.52,0,-0.53,-0.24
401243009,5502,CUT,1.02,-0.52,-0.22,-1.02,-1.76,-0.74
401243009,10372,CUT,-0.42,0.11,-2.39,0.45,-1.83,-2.24
401243009,5285,CUT,-1.43,1.13,-2.91,-0.03,-1.81,-3.24
401243009,1626,CUT,-1.23,0.26,-0.47,0.7,0.49,-0.74
401243009,2283,CUT,-0.33,1.34,-1.27,0.01,0.09,-0.24
401243009,159,CUT,0.83,0.06,-1.47,-2.16,-3.57,-2.74
401243009,4780,CUT,1.11,-0.82,0.06,-0.59,-1.35,-0.24
401243009,3599,CUT,-0.22,-0.37,-1.17,0.01,-1.52,-1.74
401243009,4317,CUT,-1.03,0.19,0.84,-0.74,0.29,-0.74
401243009,208,CUT,-0.63,0.29,-1.87,0.97,-0.61,-1.24
401243009,928,CUT,-0.16,0.52,-2.07,-0.03,-1.58,-1.74
401243009,278,CUT,-1.65,-0.13,1.21,-0.66,0.41,-1.24
401243009,1196,CUT,-0.22,0.09,-2.67,-0.45,-3.02,-3.24
401243009,4304,CUT,-0.83,0.36,0.31,-0.08,0.59,-0.24
401243009,4844,CUT,0.32,-0.71,0.11,0.04,-0.56,-0.24
401243009,11387,CUT,-0.42,-1.02,0.16,-0.46,-1.32,-1.74
401243009,957,CUT,-0.08,-1.38,0,0.23,-1.16,-1.24
401243009,5573,CUT,-4.21,0.05,0.72,-1.31,-0.53,-4.74
401243009,576,CUT,-1.03,-0.23,0.82,-0.31,0.29,-0.74
401243009,6991,CUT,0.25,-0.77,-0.65,0.92,-0.5,-0.24
401243009,110,CUT,0.17,-0.85,-2.42,-0.14,-3.41,-3.24
401243009,153,CUT,-2.71,1.12,-0.35,-0.8,-0.03,-2.74
401243009,1067,CUT,0.15,-0.35,-1.32,-1.22,-2.89,-2.74
401243009,2883,CUT,-2.67,-0.88,0.02,-1.72,-2.58,-5.24
401243009,10166,CUT,-2.66,-0.17,-0.96,0.55,-0.58,-3.24
401243009,1030,CUT,-0.56,-0.38,0.96,-0.26,0.32,-0.24
401243009,5771,CUT,0.32,0.76,-2.77,-0.55,-2.56,-2.24
401243009,3857,CUT,-1.02,-0.82,0.29,0.8,0.28,-0.74
401243009,10363,CUT,1.14,-0.62,-1.41,-0.85,-2.88,-1.74
401243009,601,CUT,-0.95,0.67,-1.57,-0.39,-1.29,-2.24
401243009,4859,CUT,1.45,-0.88,-1.36,-0.95,-3.19,-1.74
401243009,8974,CUT,-0.05,0,0.22,-1.91,-1.69,-1.74
401243009,1600,CUT,0.8,0.1,-0.68,-0.46,-1.05,-0.24
401243009,1042,CUT,-1.55,0.75,-1.94,-0.5,-1.69,-3.24
401243009,5692,CUT,0.36,0.29,-1.11,-0.28,-1.1,-0.74
401243009,308,CUT,0.76,-2.8,0.85,0.45,-1.5,-0.74
401243009,6825,CUT,0.54,-0.23,-1.19,0.14,-1.28,-0.74
401243009,1750,CUT,0.1,-0.06,-0.09,-0.19,-0.34,-0.24
401243009,1548,CUT,-2.2,-0.16,-1.14,0.76,-0.54,-2.74
401243009,3948,CUT,-0.29,-0.15,0.12,-1.93,-1.96,-2.24
401243009,4483,CUT,-1.8,-0.05,0.55,1.06,1.56,-0.24
401243009,1733,CUT,0.38,0.14,-0.67,-1.58,-2.12,-1.74
401243009,9531,CUT,-1.82,-0.81,1.28,-0.38,0.08,-1.74
401243009,6090,CUT,0.34,-0.89,0,0.31,-0.58,-0.24
401243009,4591,CUT,-0.05,0.05,-0.5,-0.75,-1.19,-1.24
401243009,9938,CUT,-0.68,-0.51,0.5,-0.56,-0.56,-1.24
401243009,1210,CUT,-0.11,0.26,0.91,-1.3,-0.13,-0.24
401243009,9076,CUT,-1.75,-0.99,-1.12,0.62,-1.49,-3.24
401243009,1359,CUT,-2.96,-0.11,-0.98,-1.19,-2.28,-5.24
401243009,7001,CUT,-1.74,-1.36,-0.69,0.05,-2,-3.74
401243009,2230,CUT,-1.23,1.4,1.69,-2.1,0.98,-0.24
401243009,10360,CUT,-0.24,-0.29,0.36,-2.58,-2.5,-2.74
401243009,4479,CUT,-2.32,-1.22,0.15,0.15,-0.92,-3.24
401243009,686,CUT,1.41,-0.58,-0.29,-0.78,-1.65,-0.24
401243009,1121,DQ,-2.89,-1.82,0.24,-0.23,-1.8,-4.69
401243009,257,T12,0.76,0.44,0.56,0.14,1.14,1.9
401243009,6086,T12,-0.6,0.64,1.58,0.27,2.49,1.9
401243009,9126,T14,0.57,-0.9,0.82,1.16,1.08,1.65
401243009,9364,T14,-0.11,0.89,-0.32,1.18,1.76,1.65
401243009,1778,T14,-0.25,0.48,0.76,0.66,1.9,1.65
401243009,9584,T17,-0.56,1.29,0.08,0.59,1.96,1.4
401243009,1264,T17,0.07,0.77,0.17,0.39,1.33,1.4
401243009,8906,T17,0.72,-0.06,0.22,0.52,0.67,1.4
401243009,1059,T17,0.51,0.28,-0.27,0.88,0.89,1.4
401243009,3702,T17,0.23,0.26,0.31,0.59,1.16,1.4
401243009,962,T17,0.76,-0.5,-0.01,1.15,0.64,1.4
401243009,9261,T23,0.93,-0.56,0.46,0.32,0.22,1.15
401243009,5548,T23,0.2,0.87,-0.04,0.12,0.95,1.15
401243009,4383,T23,0.67,0.39,-0.81,0.9,0.48,1.15
401243009,5704,T23,2.23,0.24,-0.83,-0.49,-1.08,1.15
401243009,4513,T23,0.21,0.41,0.77,-0.25,0.94,1.15
401243009,7083,T23,-0.15,-0.41,1.4,0.31,1.3,1.15
401243009,7081,T23,0.32,0.1,0.26,0.47,0.83,1.15
401243009,5860,T30,-0.24,1.1,0.83,-0.79,1.14,0.9
401243009,77,T30,-0.36,0.56,1.65,-0.96,1.25,0.9
401243009,2571,T30,0.28,0.14,0.25,0.22,0.62,0.9
401243009,377,T30,1.89,0.21,-1.12,-0.08,-0.99,0.9
401243009,4638,T34,-0.43,0.18,0.63,0.27,1.08,0.65
401243009,712,T34,0.53,0.15,0.5,-0.53,0.12,0.65
401243009,11098,T34,0.66,-0.81,0.16,0.65,-0.01,0.65
401243009,10054,T34,1.02,-0.19,0.1,-0.28,-0.37,0.65
401243009,5902,T34,-0.78,0.65,0.9,-0.13,1.42,0.65
401243009,5962,T34,-0.75,0.79,0.19,0.42,1.4,0.65
401243009,6954,T34,-0.39,-0.03,0.91,0.16,1.04,0.65
401243009,3683,T34,0.11,0.34,0.02,0.18,0.53,0.65
401243009,3970,T34,0.75,0.19,-0.47,0.18,-0.11,0.65
401243009,4408315,T34,1.22,-0.09,-1.11,0.63,-0.57,0.65
401243009,10577,T44,-1.11,-0.3,0.93,0.88,1.51,0.4
401243009,8975,T44,-0.38,0.27,-0.47,0.98,0.78,0.4
401243009,11456,T44,-1.88,0.84,0.72,0.71,2.28,0.4
401243009,11448,T44,0.77,0.03,0.51,-0.91,-0.37,0.4
401243009,6689,T44,0.85,-0.41,0.13,-0.18,-0.45,0.4
401243009,6151,T44,0.68,-0.18,0.08,-0.18,-0.28,0.4
401243009,4321,T44,-0.02,-0.32,-0.07,0.8,0.41,0.4
401243009,9569,T44,-0.24,0.11,0.24,0.29,0.64,0.4
401243009,1185,T44,2.16,-0.78,-0.24,-0.74,-1.77,0.4
401243009,301,T54,0.71,0.16,-0.72,0,-0.56,0.15
401243009,860,T54,0.22,-0.32,-0.1,0.35,-0.07,0.15
401243009,4267,T54,1.41,0.21,-0.25,-1.21,-1.26,0.15
401243009,9478,T54,-0.76,0.46,-0.6,1.04,0.91,0.15
401243009,5868,T54,-0.68,0.59,-0.16,0.4,0.83,0.15
401243009,431,T59,-0.05,0.98,-0.33,-0.71,-0.05,-0.1
401243009,11333,T59,-0.93,-0.48,0.36,0.95,0.83,-0.1
401243009,446,T59,0.3,-0.08,-0.01,-0.31,-0.4,-0.1
401243009,3792,T59,0.16,-0.35,0.31,-0.23,-0.26,-0.1
401243009,9564,T59,1.35,-0.69,0.23,-0.99,-1.45,-0.1
401243009,4449,T59,1.24,-1.14,1.04,-1.25,-1.34,-0.1
401243009,3378,T59,-0.18,-0.38,0.25,0.21,0.08,-0.1
401243009,6987,T59,-0.8,0.53,0.1,0.07,0.7,-0.1
401243009,1222,T6,0.64,-0.18,1.89,0.05,1.76,2.4
401243009,3449,T6,1.52,-0.22,1,0.1,0.88,2.4
401243009,3550,T6,0.03,1.22,0.45,0.7,2.37,2.4
401243009,707,T67,0.25,-0.12,-0.64,0.16,-0.6,-0.35
401243009,8961,T67,-0.37,0.49,-0.27,-0.2,0.02,-0.35
401243009,6011,T69,-0.51,0.18,-0.3,0.02,-0.09,-0.6
401243009,10863,T69,-0.49,-0.97,-0.24,1.1,-0.11,-0.6
401243009,1097,T69,0.04,0.72,-0.47,-0.89,-0.64,-0.6
401243009,5797,T69,-1.91,0.96,0.89,-0.55,1.31,-0.6
401243009,186,T69,0.43,0,-0.76,-0.26,-1.03,-0.6
401243009,4645,T9,0.82,0.51,0.19,0.62,1.32,2.15
401243009,3980,T9,0.91,-0.7,2.03,-0.09,1.24,2.15
401243009,10404,T9,0.74,0.05,1.13,0.23,1.41,2.15
401243009,3950,WD,-0.86,-0.08,-0.95,-1.74,-2.77,-3.63
401243006,1367,1,0.54,1.39,1.47,0.71,3.57,4.11
401243006,9584,2,0.98,0.63,-0.02,1.27,1.89,2.86
401243006,2883,64,0.19,-0.15,0.21,-0.63,-0.57,-0.39
401243006,9517,CUT,1.11,-1.98,-0.64,1.08,-1.53,-0.42
401243006,4989,CUT,-0.34,0.04,0.16,0.22,0.42,0.08
401243006,4682,CUT,-2.17,-1.75,-1.08,0.08,-2.75,-4.92
401243006,6015,CUT,-1.38,0.02,1.28,-0.84,0.46,-0.92
401243006,5285,CUT,-1.52,-0.07,0.58,1.09,1.6,0.08
401243006,4780,CUT,-0.83,-1.8,0.94,0.77,-0.1,-0.92
401243006,3599,CUT,0.28,-2.2,-1.84,-0.66,-4.7,-4.42
401243006,712,CUT,-2.21,-0.11,-1.76,-0.34,-2.21,-4.42
401243006,4355673,CUT,-0.75,-1.77,-0.31,0.41,-1.67,-2.42
401243006,5704,CUT,-0.29,-1.1,0.77,-1.8,-2.13,-2.42
401243006,1121,CUT,-1.75,-0.85,1.72,0.46,1.33,-0.42
401243006,769,CUT,-1.6,0.23,-0.29,0.23,0.18,-1.42
401243006,5167,CUT,-0.81,0.48,0.32,-0.92,-0.11,-0.92
401243006,11456,CUT,-2.04,-0.59,0.57,0.64,0.62,-1.42
401243006,928,CUT,0.82,0.99,-1.44,-0.79,-1.24,-0.42
401243006,646,CUT,-1.43,-0.81,-1.15,-0.03,-1.99,-3.42
401243006,301,CUT,-0.57,-1.41,-0.67,-0.27,-2.35,-2.92
401243006,5462,CUT,-0.95,-0.41,-2.35,-0.72,-3.47,-4.42
401243006,11387,CUT,-2.96,-1.09,2.05,-1.43,-0.46,-3.42
401243006,957,CUT,-0.19,-1.3,-2.08,0.14,-3.23,-3.42
401243006,5573,CUT,-0.2,-0.19,0.13,-0.15,-0.22,-0.42
401243006,576,CUT,-2.48,0,-1.25,-1.69,-2.94,-5.42
401243006,5504,CUT,0.49,-0.26,-2.92,-0.23,-3.41,-2.92
401243006,619,CUT,-0.62,-0.63,-0.05,0.89,0.2,-0.42
401243006,5902,CUT,-1.93,0.22,-0.27,0.56,0.51,-1.42
401243006,153,CUT,1.41,-0.16,-0.47,-0.7,-1.33,0.08
401243006,1676,CUT,-0.49,-0.71,-3.36,0.64,-3.43,-3.92
401243006,10505,CUT,-0.56,0.3,-2.13,-0.02,-1.86,-2.42
401243006,10166,CUT,0.18,-1.3,-2.35,0.05,-3.6,-3.42
401243006,77,CUT,-2.36,0.39,0.64,-0.09,0.94,-1.42
401243006,4713443,CUT,-1.02,-2.09,-5.07,-0.74,-7.9,-8.92
401243006,6689,CUT,0.95,-0.67,-0.13,-0.58,-1.37,-0.42
401243006,7083,CUT,-1.16,-0.52,-0.55,0.81,-0.26,-1.42
401243006,4351896,CUT,1.5,-0.56,-1.27,-0.59,-2.42,-0.92
401243006,601,CUT,-0.12,-0.77,1.47,-0.99,-0.3,-0.42
401243006,1059,CUT,-2.74,0,0.97,0.84,1.82,-0.92
401243006,455,CUT,-0.84,-0.84,-0.94,-0.3,-2.08,-2.92
401243006,4859,CUT,-0.8,-1.07,0.25,-1.3,-2.12,-2.92
401243006,3670,CUT,-0.13,-2.15,-1.99,-1.16,-5.29,-5.42
401243006,8974,CUT,0.04,1.11,-1.06,-1.01,-0.96,-0.92
401243006,9530,CUT,-0.54,1.14,-2.45,-0.07,-1.38,-1.92
401243006,6151,CUT,-0.91,-0.5,-3.39,-2.62,-6.51,-7.42
401243006,10548,CUT,-0.28,0.61,-0.41,-0.34,-0.14,-0.42
401243006,3792,CUT,-1.11,-0.46,2.03,-0.38,1.19,0.08
401243006,186,CUT,-1.1,-1.06,-2.1,0.34,-2.82,-3.92
401243006,3980,CUT,0.94,0.02,-0.39,-1,-1.36,-0.42
401243006,5692,CUT,-2.96,0.56,-2.34,0.32,-1.46,-4.42
401243006,6825,CUT,-0.23,0.73,-1.6,0.68,-0.19,-0.42
401243006,4321,CUT,1.24,-1.47,-2.16,0.46,-3.16,-1.92
401243006,3683,CUT,-1.32,0.2,-0.72,0.42,-0.1,-1.42
401243006,3948,CUT,1.14,-1.04,0.26,-1.28,-2.06,-0.92
401243006,4047,CUT,-1.82,0.3,-1.48,0.08,-1.1,-2.92
401243006,4483,CUT,-1.47,-0.27,0.9,0.91,1.55,0.08
401243006,809,CUT,-0.97,0.41,-0.16,-0.2,0.05,-0.92
401243006,1733,CUT,-1.77,0.45,-1.78,-0.83,-2.15,-3.92
401243006,377,CUT,-2.26,-0.06,-2.6,-0.49,-3.16,-5.42
401243006,9531,CUT,-1.34,0.69,-1.97,0.21,-1.08,-2.42
401243006,9804,CUT,-0.67,0.01,0.94,-0.2,0.75,0.08
401243006,4591,CUT,0.53,-1.39,-1.07,0.5,-1.95,-1.42
401243006,9564,CUT,-0.83,0.64,-2.6,-0.64,-2.59,-3.42
401243006,4449,CUT,-0.75,-1.91,-0.65,-1.61,-4.17,-4.92
401243006,4267,CUT,0.45,0.28,-0.17,-0.49,-0.37,0.08
401243006,3378,CUT,-0.84,-1.24,0.38,0.27,-0.58,-1.42
401243006,9569,CUT,-1.5,-0.84,1.59,0.83,1.58,0.08
401243006,6086,CUT,-0.55,0.19,0.19,-1.75,-1.37,-1.92
401243006,3970,CUT,-0.05,-0.15,-0.23,0.51,0.13,0.08
401243006,392,CUT,-2.45,-0.26,-1,1.3,0.03,-2.42
401243006,1185,CUT,-0.03,-0.74,0.07,-1.72,-2.4,-2.42
401243006,10360,CUT,-0.15,-1.2,-2.32,-1.25,-4.77,-4.92
401243006,11119,CUT,1.11,0.54,-0.6,-0.97,-1.03,0.08
401243006,4479,CUT,0.68,0.63,-0.61,-0.62,-0.6,0.08
401243006,388,T13,-0.52,0.18,1.79,0.66,2.63,2.11
401243006,10577,T13,0.67,0.51,0.54,0.4,1.44,2.11
