tournament_id,player_id,purse,season
401353224,9261,12.0,2022
401353224,5548,12.0,2022
401353224,4989,12.0,2022
401353224,6015,12.0,2022
401353224,3832,12.0,2022
401353224,5502,12.0,2022
401353224,10906,12.0,2022
401353224,10372,12.0,2022
401353224,388,12.0,2022
401353224,9484,12.0,2022
401353224,9127,12.0,2022
401353224,10577,12.0,2022
401353224,10046,12.0,2022
401353224,9584,12.0,2022
401353224,1225,12.0,2022
401353224,4780,12.0,2022
401353224,1651,12.0,2022
401353224,6011,12.0,2022
401353224,1222,12.0,2022
401353224,3596,12.0,2022
401353224,4355673,12.0,2022
401353224,11098,12.0,2022
401353224,9126,12.0,2022
401353224,10863,12.0,2022
401353224,205,12.0,2022
401353224,208,12.0,2022
401353224,5724,12.0,2022
401353224,3449,12.0,2022
401353224,10910,12.0,2022
401353224,10592,12.0,2022
401353224,5532,12.0,2022
401353224,6017,12.0,2022
401353224,9131,12.0,2022
401353224,4645,12.0,2022
401353224,1264,12.0,2022
401353224,4425906,12.0,2022
401353224,9025,12.0,2022
401353224,11456,12.0,2022
401353224,3950,12.0,2022
401353224,5574,12.0,2022
401353224,6701,12.0,2022
401353224,10054,12.0,2022
401353224,10058,12.0,2022
401353224,4304,12.0,2022
401353224,5882,12.0,2022
401353224,9364,12.0,2022
401353224,1483,12.0,2022
401353224,11393,12.0,2022
401353224,3550,12.0,2022
401353224,5408,12.0,2022
401353224,5504,12.0,2022
401353224,6196,12.0,2022
401353224,1680,12.0,2022
401353224,110,12.0,2022
401353224,11099,12.0,2022
401353224,4691933,12.0,2022
401353224,10505,12.0,2022
401353224,9780,12.0,2022
401353224,5467,12.0,2022
401353224,1030,12.0,2022
401353224,4513,12.0,2022
401353224,10363,12.0,2022
401353224,10364,12.0,2022
401353224,7083,12.0,2022
401353224,8906,12.0,2022
401353224,1077,12.0,2022
401353224,601,12.0,2022
401353224,676,12.0,2022
401353224,5962,12.0,2022
401353224,10343,12.0,2022
401353224,1059,12.0,2022
401353224,9037,12.0,2022
401353224,8973,12.0,2022
401353224,6931,12.0,2022
401353224,1367,12.0,2022
401353224,257,12.0,2022
401353224,2571,12.0,2022
401353224,4410932,12.0,2022
401353224,3351,12.0,2022
401353224,6954,12.0,2022
401353224,9931,12.0,2022
401353224,4412121,12.0,2022
401353224,1600,12.0,2022
401353224,1042,12.0,2022
401353224,6007,12.0,2022
401353224,3980,12.0,2022
401353224,5692,12.0,2022
401353224,707,12.0,2022
401353224,5579,12.0,2022
401353224,6825,12.0,2022
401353224,1548,12.0,2022
401353224,4321,12.0,2022
401353224,3702,12.0,2022
401353224,4483,12.0,2022
401353224,3470,12.0,2022
401353224,809,12.0,2022
401353224,962,12.0,2022
401353224,5619,12.0,2022
401353224,78,12.0,2022
401353224,11382,12.0,2022
401353224,7081,12.0,2022
401353224,4587,12.0,2022
401353224,6001,12.0,2022
401353224,7001,12.0,2022
401353224,3378,12.0,2022
401353224,8961,12.0,2022
401353224,10980,12.0,2022
401353224,6086,12.0,2022
401353224,3970,12.0,2022
401353224,10664,12.0,2022
401353224,4364873,12.0,2022
401353224,11119,12.0,2022
401353224,3532,12.0,2022
401353224,9877,12.0,2022
401353224,10140,12.0,2022
401353225,9261,8.4,2022
401353225,6015,8.4,2022
401353225,5502,8.4,2022
401353225,10906,8.4,2022
401353225,10372,8.4,2022
401353225,9484,8.4,2022
401353225,9127,8.4,2022
401353225,774,8.4,2022
401353225,1225,8.4,2022
401353225,1651,8.4,2022
401353225,6011,8.4,2022
401353225,1222,8.4,2022
401353225,3599,8.4,2022
401353225,3454,8.4,2022
401353225,4355673,8.4,2022
401353225,9243,8.4,2022
401353225,10863,8.4,2022
401353225,205,8.4,2022
401353225,3449,8.4,2022
401353225,10592,8.4,2022
401353225,5532,8.4,2022
401353225,6017,8.4,2022
401353225,769,8.4,2022
401353225,4645,8.4,2022
401353225,1264,8.4,2022
401353225,9025,8.4,2022
401353225,5167,8.4,2022
401353225,11456,8.4,2022
401353225,3950,8.4,2022
401353225,6701,8.4,2022
401353225,10054,8.4,2022
401353225,11448,8.4,2022
401353225,10058,8.4,2022
401353225,646,8.4,2022
401353225,5882,8.4,2022
401353225,9364,8.4,2022
401353225,11393,8.4,2022
401353225,11333,8.4,2022
401353225,3550,8.4,2022
401353225,4364752,8.4,2022
401353225,4844,8.4,2022
401353225,6991,8.4,2022
401353225,619,8.4,2022
401353225,6196,8.4,2022
401353225,110,8.4,2022
401353225,5025,8.4,2022
401353225,5797,8.4,2022
401353225,3317,8.4,2022
401353225,4691933,8.4,2022
401353225,10505,8.4,2022
401353225,569,8.4,2022
401353225,5467,8.4,2022
401353225,4848,8.4,2022
401353225,10363,8.4,2022
401353225,2552,8.4,2022
401353225,10364,8.4,2022
401353225,7083,8.4,2022
401353225,318,8.4,2022
401353225,1077,8.4,2022
401353225,3793,8.4,2022
401353225,601,8.4,2022
401353225,676,8.4,2022
401353225,10343,8.4,2022
401353225,4404991,8.4,2022
401353225,8973,8.4,2022
401353225,9143,8.4,2022
401353225,1367,8.4,2022
401353225,4410932,8.4,2022
401353225,9530,8.4,2022
401353225,6954,8.4,2022
401353225,9931,8.4,2022
401353225,5729,8.4,2022
401353225,3688,8.4,2022
401353225,6151,8.4,2022
401353225,1600,8.4,2022
401353225,3792,8.4,2022
401353225,1042,8.4,2022
401353225,10831,8.4,2022
401353225,3980,8.4,2022
401353225,5692,8.4,2022
401353225,707,8.4,2022
401353225,5579,8.4,2022
401353225,6825,8.4,2022
401353225,1548,8.4,2022
401353225,3702,8.4,2022
401353225,4483,8.4,2022
401353225,962,8.4,2022
401353225,377,8.4,2022
401353225,5619,8.4,2022
401353225,9938,8.4,2022
401353225,78,8.4,2022
401353225,11382,8.4,2022
401353225,6937,8.4,2022
401353225,10404,8.4,2022
401353225,1037,8.4,2022
401353225,7001,8.4,2022
401353225,9478,8.4,2022
401353225,3378,8.4,2022
401353225,10980,8.4,2022
401353225,9569,8.4,2022
401353225,2230,8.4,2022
401353225,5539,8.4,2022
401353225,9513,8.4,2022
401353225,6086,8.4,2022
401353225,3970,8.4,2022
401353225,10664,8.4,2022
401353225,9626,8.4,2022
401353225,11447,8.4,2022
401353225,4364873,8.4,2022
401353225,4408315,8.4,2022
401353225,11119,8.4,2022
401353225,1614,8.4,2022
401353225,9877,8.4,2022
401353225,686,8.4,2022
401353226,9261,15.0,2022
401353226,11219,15.0,2022
401353226,512,15.0,2022
401353226,5548,15.0,2022
401353226,4989,15.0,2022
401353226,3832,15.0,2022
401353226,10372,15.0,2022
401353226,388,15.0,2022
401353226,10577,15.0,2022
401353226,4383,15.0,2022
401353226,1225,15.0,2022
401353226,1651,15.0,2022
401353226,6011,15.0,2022
401353226,6798,15.0,2022
401353226,3596,15.0,2022
401353226,780,15.0,2022
401353226,4317,15.0,2022
401353226,9243,15.0,2022
401353226,11098,15.0,2022
401353226,9126,15.0,2022
401353226,10863,15.0,2022
401353226,5724,15.0,2022
401353226,3449,15.0,2022
401353226,10592,15.0,2022
401353226,5532,15.0,2022
401353226,1097,15.0,2022
401353226,9131,15.0,2022
401353226,4645,15.0,2022
401353226,4425906,15.0,2022
401353226,9025,15.0,2022
401353226,5830,15.0,2022
401353226,3448,15.0,2022
401353226,10054,15.0,2022
401353226,10058,15.0,2022
401353226,5857,15.0,2022
401353226,9364,15.0,2022
401353226,1483,15.0,2022
401353226,11393,15.0,2022
401353226,3550,15.0,2022
401353226,4844,15.0,2022
401353226,5860,15.0,2022
401353226,576,15.0,2022
401353226,5504,15.0,2022
401353226,6991,15.0,2022
401353226,619,15.0,2022
401353226,6196,15.0,2022
401353226,97,15.0,2022
401353226,1680,15.0,2022
401353226,110,15.0,2022
401353226,5825,15.0,2022
401353226,4602673,15.0,2022
401353226,3317,15.0,2022
401353226,11099,15.0,2022
401353226,9780,15.0,2022
401353226,569,15.0,2022
401353226,10166,15.0,2022
401353226,5467,15.0,2022
401353226,4848,15.0,2022
401353226,1030,15.0,2022
401353226,4513,15.0,2022
401353226,10363,15.0,2022
401353226,2552,15.0,2022
401353226,7083,15.0,2022
401353226,8906,15.0,2022
401353226,318,15.0,2022
401353226,1077,15.0,2022
401353226,676,15.0,2022
401353226,5962,15.0,2022
401353226,10343,15.0,2022
401353226,1059,15.0,2022
401353226,1293,15.0,2022
401353226,455,15.0,2022
401353226,9037,15.0,2022
401353226,8973,15.0,2022
401353226,6931,15.0,2022
401353226,1367,15.0,2022
401353226,3670,15.0,2022
401353226,257,15.0,2022
401353226,4410932,15.0,2022
401353226,3351,15.0,2022
401353226,9530,15.0,2022
401353226,9931,15.0,2022
401353226,4412121,15.0,2022
401353226,6007,15.0,2022
401353226,186,15.0,2022
401353226,3980,15.0,2022
401353226,5579,15.0,2022
401353226,29,15.0,2022
401353226,1548,15.0,2022
401353226,3702,15.0,2022
401353226,4251,15.0,2022
401353226,5409,15.0,2022
401353226,4350033,15.0,2022
401353226,4699314,15.0,2022
401353226,4483,15.0,2022
401353226,11378,15.0,2022
401353226,3470,15.0,2022
401353226,962,15.0,2022
401353226,3284,15.0,2022
401353226,9938,15.0,2022
401353226,78,15.0,2022
401353226,158,15.0,2022
401353226,10049,15.0,2022
401353226,7081,15.0,2022
401353226,4587,15.0,2022
401353226,307,15.0,2022
401353226,10404,15.0,2022
401353226,5057,15.0,2022
401353226,6001,15.0,2022
401353226,9478,15.0,2022
401353226,3378,15.0,2022
401353226,8961,15.0,2022
401353226,4723205,15.0,2022
401353226,2230,15.0,2022
401353226,5539,15.0,2022
401353226,9513,15.0,2022
401353226,5553,15.0,2022
401353226,6086,15.0,2022
401353226,4410612,15.0,2022
401353226,3970,15.0,2022
401353226,9031,15.0,2022
401353226,4364873,15.0,2022
401353226,1614,15.0,2022
401353226,9877,15.0,2022
401353226,10140,15.0,2022
401353226,4399256,15.0,2022
401353226,1350,15.0,2022
401353226,686,15.0,2022
401353227,9517,9.1,2022
401353227,5548,9.1,2022
401353227,5951,9.1,2022
401353227,3832,9.1,2022
401353227,5502,9.1,2022
401353227,10906,9.1,2022
401353227,10372,9.1,2022
401353227,388,9.1,2022
401353227,9127,9.1,2022
401353227,10577,9.1,2022
401353227,2283,9.1,2022
401353227,4383,9.1,2022
401353227,774,9.1,2022
401353227,9584,9.1,2022
401353227,4780,9.1,2022
401353227,6011,9.1,2022
401353227,1222,9.1,2022
401353227,3599,9.1,2022
401353227,3454,9.1,2022
401353227,780,9.1,2022
401353227,4355673,9.1,2022
401353227,9243,9.1,2022
401353227,11098,9.1,2022
401353227,5704,9.1,2022
401353227,205,9.1,2022
401353227,208,9.1,2022
401353227,5532,9.1,2022
401353227,1121,9.1,2022
401353227,769,9.1,2022
401353227,1097,9.1,2022
401353227,8975,9.1,2022
401353227,9687,9.1,2022
401353227,5167,9.1,2022
401353227,3448,9.1,2022
401353227,6701,9.1,2022
401353227,11448,9.1,2022
401353227,10058,9.1,2022
401353227,3455,9.1,2022
401353227,4304,9.1,2022
401353227,4423323,9.1,2022
401353227,5882,9.1,2022
401353227,1483,9.1,2022
401353227,11333,9.1,2022
401353227,4364752,9.1,2022
401353227,4844,9.1,2022
401353227,11387,9.1,2022
401353227,5860,9.1,2022
401353227,5573,9.1,2022
401353227,576,9.1,2022
401353227,5504,9.1,2022
401353227,619,9.1,2022
401353227,5902,9.1,2022
401353227,1680,9.1,2022
401353227,110,9.1,2022
401353227,5025,9.1,2022
401353227,3598,9.1,2022
401353227,5797,9.1,2022
401353227,4602673,9.1,2022
401353227,6894,9.1,2022
401353227,3317,9.1,2022
401353227,11099,9.1,2022
401353227,10166,9.1,2022
401353227,5467,9.1,2022
401353227,4848,9.1,2022
401353227,1030,9.1,2022
401353227,5771,9.1,2022
401353227,10363,9.1,2022
401353227,2552,9.1,2022
401353227,10364,9.1,2022
401353227,6689,9.1,2022
401353227,7083,9.1,2022
401353227,8906,9.1,2022
401353227,3793,9.1,2022
401353227,601,9.1,2022
401353227,5962,9.1,2022
401353227,4404991,9.1,2022
401353227,1059,9.1,2022
401353227,455,9.1,2022
401353227,4859,9.1,2022
401353227,9143,9.1,2022
401353227,6931,9.1,2022
401353227,257,9.1,2022
401353227,2571,9.1,2022
401353227,3351,9.1,2022
401353227,9530,9.1,2022
401353227,6954,9.1,2022
401353227,9931,9.1,2022
401353227,5729,9.1,2022
401353227,3688,9.1,2022
401353227,6151,9.1,2022
401353227,10548,9.1,2022
401353227,4412121,9.1,2022
401353227,1600,9.1,2022
401353227,3792,9.1,2022
401353227,10831,9.1,2022
401353227,3980,9.1,2022
401353227,5692,9.1,2022
401353227,707,9.1,2022
401353227,6825,9.1,2022
401353227,1674,9.1,2022
401353227,1750,9.1,2022
401353227,1548,9.1,2022
401353227,962,9.1,2022
401353227,377,9.1,2022
401353227,6090,9.1,2022
401353227,5619,9.1,2022
401353227,9804,9.1,2022
401353227,9938,9.1,2022
401353227,1195,9.1,2022
401353227,6937,9.1,2022
401353227,4449,9.1,2022
401353227,7081,9.1,2022
401353227,9076,9.1,2022
401353227,10404,9.1,2022
401353227,4267,9.1,2022
401353227,5057,9.1,2022
401353227,1037,9.1,2022
401353227,6001,9.1,2022
401353227,10932,9.1,2022
401353227,7001,9.1,2022
401353227,9478,9.1,2022
